name,price,image_link,product_url
Agnes,$29.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/sup1134?page=3
Jacksonville,$19.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp2183?page=3
Annabelle,$24.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp2086?page=3
Hyannis,$29.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp1113?page=3
Anna,$24.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp2485?page=3
Tallahassee,$24.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp2502?page=3
Tower,$19.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fp2330?page=3
Richfield,$29.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/rm0307?page=3
Newman,$19.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/sup0908?page=3
Steven,$34.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fz1772?page=3
Ventura,$24.95,"data:image/gif;base64,R0lGODlhAQABAIAAAP///wAAACH5BAEAAAAALAAAAAABAAEAAAICRAEAOw==",https://www.glassesshop.com/eyeglasses/fz1762?page=3
